word,CEFR_level,pos
consequence,A2,noun
consequently,B1,adverb
conservation,B1,noun
conservative,B1,adjective
consider,A2,verb
considerable,B1,adjective
considerably,B2,adverb
consideration,B1,noun
considering,B2,conjunction
considering,B2,preposition
consist,A2,verb
consistent,B2,adjective
consolation,B2,noun
console,B2,verb
consonant,B1,noun
constant,B2,adjective
constantly,B1,adverb
constitute,B1,verb
constitution,B1,noun
construct,B1,verb
construction,B1,noun
consult,B2,verb
consultant,B2,noun
consume,B1,verb
consumer,B1,noun
consumption,B1,noun
contact,A2,noun
contact,A2,verb
contain,B1,verb
container,A2,noun
contaminate,B2,verb
contemporary,B2,adjective
contempt,B2,noun
content,B2,adjective
content,B1,noun
contest,A1,noun
context,A2,noun
continent,A2,noun
continual,B1,adjective
continually,B1,adverb
continue,A2,verb
continuous,B1,adjective
continuously,B1,adverb
contract,B2,noun
contradict,B2,verb
contradiction,B2,noun
contradictory,B2,adjective
contrary,B1,adjective
contrast,A2,noun
contribute,B1,verb
contribution,B1,noun
control,A2,noun
control,B1,verb
controversial,B1,adjective
controversy,B2,noun
convenience,A2,noun
convenient,A2,adjective
conveniently,B2,adverb
convention,B2,noun
conventional,B2,adjective
conversation,A1,noun
converse,B2,noun
conversely,B2,adverb
conversion,B2,noun
convert,B2,verb
convey,B1,verb
convince,B1,verb
convinced,B2,adjective
cook,A1,noun
cook,A1,verb
cooker,A2,noun
cookie,A1,noun
cooking,A2,noun
cool,A1,adjective
cool,B2,verb
cooler,A2,noun
cooperate,B2,verb
cooperation,B2,noun
cooperative,B2,adjective
cop,A1,noun
cope,B2,verb
copper,B2,noun
copy,A1,noun
copy,A2,verb
copyright,B1,noun
coral,B2,noun
core,B2,noun
corn,A1,noun
corner,A1,noun
cornerstone,B2,noun
cornet,B2,noun
corona,B2,noun
corporal,B2,adjective
corporate,B2,adjective
corporation,B2,noun
correct,A1,adjective
correct,B2,verb
correction,B1,noun
correctly,A2,adverb
correctness,B2,noun
correspond,B2,verb
correspondence,B2,noun
correspondent,B2,noun
corresponding,B2,adjective
corridor,B2,noun
corrupt,B2,adjective
corruption,B2,noun
cost,A2,noun
cost,A2,verb
costly,B2,adjective
costume,B2,noun
cottage,B2,noun
cotton,B1,noun
couch,A1,noun
cough,B2,noun
cough,B1,verb
could,A1,modal auxiliary
council,B1,noun
counseling/counselling,B1,noun
count,B1,noun
count,A2,verb
counter,B2,noun
counter,B1,verb
countless,B1,adjective
country,A2,noun
countryman,B2,noun
countryside,A2,noun
countrywide,B2,adjective
county,B1,noun
couple,A2,noun
courage,B1,noun
courageous,B1,adjective
courgette,B1,noun
course,A1,noun
court,A2,noun
courtesy,B2,noun
cousin,A1,noun
cover,A1,noun
cover,A2,verb
cow,A1,noun
coward,B2,noun
cowardly,B2,adjective
coziness/cosiness,B2,noun
cozy/cosy,B2,adjective
crab,B2,noun
crack,B2,noun
crack,B2,verb
craft,B1,noun
craftsman,B2,noun
crash,B1,noun
crash,B1,verb
crater,B2,noun
crawl,B2,verb
crazy,A2,adjective
cream,A2,adjective
cream,A1,noun
crease,B2,noun
create,A2,verb
creation,B2,noun
creative,A2,adjective
creatively,B2,adverb
creativity,A2,noun
creator,B1,noun
creature,A2,noun
credit,A2,noun
credit card,A1,noun
creek,B2,noun
creepy,B2,adjective
crew,B2,noun
cricket,A2,noun
crime,A2,noun
criminal,B2,adjective
criminal,B1,noun
cripple,B2,noun
crisis,B1,noun
crisp,A2,noun
critic,B1,noun
critical,B1,adjective
critically,B2,adverb
criticism,B2,noun
criticize/criticise,A2,verb
crocodile,B2,noun
crop,B1,noun
cross,A2,noun
cross,A2,verb
crossing,B1,noun
crossly,B2,adverb
crossroads,B1,noun
crow,B1,noun
crowd,A2,noun
crowded,A2,adjective
crown,A2,noun
crucial,B2,adjective
cruel,B1,adjective
cruelly,B2,adverb
cruelty,B2,noun
cruise,A2,noun
cruise,B2,verb
crush,B1,noun
cry,A1,noun
cry,A2,verb
crystallize/crystallise,B2,verb
cube,B2,noun
cubism,B2,noun
cucumber,B1,noun
cuff,B2,noun
culmination,B2,noun
cultivate,B1,verb
cultural,B1,adjective
culturally,B2,adverb
culture,A1,noun
cup,A1,noun
cupboard,A2,noun
cure,B1,noun
cure,B2,verb
curiosity,B1,noun
curious,B1,adjective
curiously,B1,adverb
curl,B2,noun
curly,B1,adjective
currency,B1,noun
current,B1,adjective
currently,B1,adverb
curriculum,B1,noun
curry,A2,noun
curse,A2,noun
cursor,B2,noun
curtain,B1,noun
curve,B1,noun
cushion,B1,noun
custom,A2,noun
customer,A2,noun
customs,B1,noun
cut,B1,noun
cut,A1,verb
cute,A1,adjective
cv,B1,noun
cyberaddict,B2,noun
cybercafe/cybercafé,B2,noun
cybercrime,B2,noun
cyberpet,B2,noun
cyberschool,B2,noun
cyberspace,B2,noun
cycle,B1,noun
cycle,B1,verb
cycling,A2,noun
cyclist,B2,noun
dad,A1,noun
daddy,A1,noun
daft,B2,adjective
daily,A2,adjective
daily,A2,adverb
daisy,B1,noun
dam,A2,noun
damage,B1,noun
damage,B1,verb
damaged,B1,adjective
damn,B2,adjective
damn,B2,adverb
damn,B2,interjection
damp,B1,adjective
dance,A1,noun
dance,A1,verb
dancer,A2,noun
dancing,A1,noun
dandelion,B2,noun
danger,A2,noun
dangerous,A2,adjective
dangerously,B1,adverb
dare,B1,verb
dark,A1,adjective
darkness,B1,noun
darling,B2,adjective
darling,B2,noun
dash,B2,noun
dash,B2,verb
data,B2,noun
database,B2,noun
date,A1,noun
date,B1,verb
dated,B2,adjective
dating,B1,noun
daughter,A1,noun
daughter-in-law,B2,noun
dawn,B2,noun
day,A1,noun
daylight,A2,noun
daytime,B2,noun
daze,B1,noun
dazzle,B1,noun
de facto,B2,adjective
dead,A2,adjective
deadline,B1,noun
deadly,B1,adjective
deaf,B1,adjective
deal,A2,noun
deal,B1,verb
dealer,B1,noun
dear,A1,adjective
dear,B2,noun
dearly,B2,adverb
death,A2,noun
debate,A2,noun
debit,B2,noun
debit,B2,verb
debit card,B2,noun
debris,B1,noun
debt,B1,noun
decade,B2,noun
decay,B2,verb
deceive,B2,verb
december,A1,noun
decent,B2,adjective
deceptive,B2,adjective
decide,A2,verb
decision,B1,noun
decisive,B2,adjective
deck,B2,noun
declaration,B1,noun
declare,B1,verb
decline,B1,noun
decline,B2,verb
decomposition,B2,noun
decorate,B2,verb
decoration,B2,noun
decorative,B2,adjective
decrease,B1,noun
decrease,B1,verb
dedicate,B1,verb
dedication,B2,noun
deduce,B2,verb
deduction,B2,noun
deed,B1,noun
deem,B2,verb
deep,B2,adjective
deep,A2,adverb
deeply,A2,adverb
deer,B2,noun
defeat,B2,noun
defeat,B1,verb
defend,B1,verb
defender,B1,noun
defense/defence,B1,noun
deficiency,B1,noun
deficit,B2,noun
define,B1,verb
definite,B1,adjective
definite article,B1,noun
definitely,B1,adverb
definition,B1,noun
deforestation,B2,noun
defy,B2,verb
degree,A2,noun
dehumanize/dehumanise,B2,verb
delay,A2,noun
delay,B1,verb
delegate,B2,noun
delete,B1,verb
deliberate,B2,adjective
deliberately,B2,adverb
delicacy,B2,noun
delicate,B1,adjective
delicately,B2,adverb
delicious,A1,adjective
delight,B1,noun
delight,B2,verb
delighted,B1,adjective
delightful,B1,adjective
deliver,B1,verb
delivery,B1,noun
demand,B1,noun
demand,B1,verb
demanding,B2,adjective
democracy,B1,noun
democratic,B1,adjective
demolish,B2,verb
demonstrate,B1,verb
demonstration,B1,noun
denim,B2,noun
dense,B2,adjective
densely,B2,adverb
dental,B2,adjective
dentist,A2,noun
deny,B1,verb
depart,B1,verb
department,B1,noun
department store,A2,noun
departure,B1,noun
depend,A2,verb
dependable,B2,adjective
dependent,B1,adjective
deposit,B1,noun
deposit,B2,verb
depressed,B1,adjective
depressing,B1,adjective
depression,B1,noun
deprive,B1,verb
depth,B1,noun
deputy,B2,noun
derive,B1,verb
descend,B2,verb
describe,A1,verb
description,A2,noun
descriptive,B2,adjective
desert,A2,noun
deserve,B1,verb
design,A1,noun
design,B1,verb
designer,B2,adjective
designer,B1,noun
desirable,B2,adjective
desire,B1,noun
desire,B2,verb
desk,A1,noun
desktop,B2,noun
desolation,B2,noun
despair,B1,noun
desperate,B1,adjective
desperately,B2,adverb
desperation,B2,noun
despise,B2,verb
despite,B1,preposition
dessert,A2,noun
destination,B1,noun
destiny,B2,noun
destroy,A2,verb
destruction,B1,noun
destructive,B1,adjective
detach,B2,verb
detachment,B2,noun
detail,A2,noun
detailed,B2,adjective
detect,B2,verb
detective,B1,noun
determination,B1,noun
determine,B1,verb
determined,B2,adjective
determiner,B2,noun
devastate,B1,verb
devastating,B1,adjective
develop,A2,verb
developed,A2,adjective
developing,B2,adjective
development,B1,noun
device,B1,noun
devil,B2,noun
devote,B2,verb
devoted,B2,adjective
devotion,B1,noun
diagram,B1,noun
dial,B1,noun
dial,B1,verb
dialog/dialogue,B1,noun
diameter,B1,noun
diamond,A2,noun
diaper,B1,noun
diarrhea/diarrhoea,B2,noun
diary,A2,noun
dictator,B2,noun
dictionary,A1,noun
did,A1,do-verb
die,A2,verb
diet,A2,noun
differ,B1,verb
difference,A1,noun
different,A1,adjective
differently,A2,adverb
difficult,A1,adjective
difficulty,A2,noun
dig,A1,noun
dig,B1,verb
digest,B2,noun
digital,B1,adjective
digital camera,A2,noun
dignify,B2,verb
dignity,B2,noun
dilemma,B2,noun
diligence,B1,noun
diligent,B1,adjective
dim,B2,adjective
dime,B2,noun
dimension,B2,noun
dining room,A1,noun
dinner,A1,noun
dinosaur,A2,noun
dioxide,B1,noun
dip,B2,verb
diphtheria,B2,noun
diploma,B2,noun
diplomat,B2,noun
direct,A2,adjective
direct,B1,verb
direction,A2,noun
directly,B1,adverb
director,A2,noun
dirt,B1,noun
dirty,A1,adjective
disability,B1,noun
disable,B1,verb
disabled,B1,adjective
disadvantage,A2,noun
disagree,A2,verb
disagreement,B1,noun
disappear,A2,verb
disappearance,B2,noun
disappoint,B1,verb
disappointed,A2,adjective
disappointing,A2,adjective
disappointment,B1,noun
disapproval,B2,noun
disapprove,B2,verb
disaster,B1,noun
disastrous,B1,adjective
disc jockey/disk jockey,B1,noun
discharge,B2,noun
disciple,B2,noun
discipline,B2,noun
disco,A2,noun
discomfort,B1,noun
disconnect,B2,verb
discount,B1,noun
discourage,B1,verb
discover,A2,verb
discovery,B1,noun
discredit,B2,verb
discriminate,B2,verb
discrimination,B1,noun
discuss,A1,verb
discussion,A2,noun
disease,B1,noun
disgrace,B2,noun
disguise,B2,noun
disguise,B2,verb
disgusting,B1,adjective
dish,A1,noun
dishonest,A2,adjective
dishonesty,B2,noun
dishwasher,B1,noun
disillusion,B2,verb
disk/disc,B1,noun
dislike,A2,noun
dislike,B1,verb
dismiss,B2,verb
disorder,B2,noun
disorderly,B2,adjective
disorganized/disorganised,B2,adjective
dispensable,B2,adjective
displace,B2,verb
display,A2,noun
display,B1,verb
displeasure,B2,noun
disposal,B2,noun
disposition,B2,noun
dispute,B2,noun
disqualify,B2,verb
disregard,B2,noun
disrupt,B2,verb
dissatisfaction,B2,noun
dissatisfied,B2,adjective
dissident,B2,noun
dissolve,B1,verb
distance,B1,noun
distant,B1,adjective
distinction,B1,noun
distinctly,B1,adverb
distinguish,B1,verb
distinguished,B2,adjective
distortion,B2,noun
distract,B2,verb
distraction,B2,noun
distressing,B2,adjective
distribute,B1,verb
distribution,B1,noun
distributor,B2,noun
district,B1,noun
disturb,A2,verb
disturbance,B1,noun
dive,B1,noun
dive,B1,verb
diver,B1,noun
diverse,B1,adjective
diversion,B2,noun
divert,B2,verb
divide,B1,noun
divide,A2,verb
divided,B2,adjective
divine,B1,adjective
diving,B1,noun
division,B2,noun
divorce,B2,noun
divorce,B2,verb
divorced,B1,adjective
dizzy,A2,adjective
dj,B1,noun
dna,B2,noun
do,A1,do-verb
doc,B1,noun
dock,B2,noun
doctor/dr./dr,A1,noun
document,B1,noun
documentary,B1,noun
does,A1,do-verb
dog,A1,noun
doing,A1,do-verb
doll,A1,noun
dollar,A1,noun
dolphin,B1,noun
domestic,B2,adjective
dominate,B2,verb
donate,B2,verb
donation,B2,noun
done,A2,do-verb
donkey,B2,noun
doom,B2,noun
door,A1,noun
doorkeeper,B2,noun
doorway,B2,noun
dorm,B2,noun
dormitory,B2,noun
dose,B2,noun
dot,B1,noun
double,A2,adjective
double,B2,noun
double,B2,verb
doubly,B2,adverb
doubt,A2,noun
doubt,B2,verb
doubtful,B2,adjective
dove,B2,noun
down,B2,adjective
down,A1,adverb
down,A2,preposition
downfall,B2,noun
download,B2,noun
download,A2,verb
downsize,B2,verb
downstairs,B1,adjective
downstairs,A2,adverb
downtown,A2,adverb
downward,B1,adjective
dowry,B2,noun
doze,B1,noun
dozen,B1,determiner
dozen,B1,noun
draft/draught,B2,noun
drag,B1,verb
drain,B2,noun
drain,B2,verb
drama,A1,noun
dramatic,B1,adjective
dramatically,B2,adverb
drapery,B2,noun
draw,A2,noun
draw,A1,verb
drawer,A2,noun
drawing,A2,noun
dread,B2,verb
dreadful,B2,adjective
dream,A1,noun
dream,A2,verb
dreamy,B2,adjective
dress,A1,noun
dress,A2,verb
dressed,A2,adjective
drill,A2,noun
drink,A1,noun
drink,A1,verb
drinkable,B2,adjective
drive,A1,noun
drive,A2,verb
driver,A1,noun
driver's license/driving licence,A2,noun
droop,B2,noun
drop,A2,noun
drop,A1,verb
dropout,B2,noun
drought,B2,noun
drown,B1,verb
drug,A2,noun
drugstore,A2,noun
drum,A1,noun
drunk,B1,adjective
dry,A1,adjective
dry,A2,verb
duck,A2,noun
dude,B1,noun
due,A1,adjective
duel,B2,noun
dull,B1,adjective
dumb,B2,adjective
dump,B1,noun
dump,B1,verb
duplicate,B2,noun
duplication,B2,noun
during,A2,preposition
dust,A2,noun
dustbin,B1,noun
dusty,B1,adjective
duty,B1,noun
duty-free,B1,adjective
duvet,B1,noun
dvd,A1,noun
dwarf,B2,noun
dye,B2,noun
dynamic,B2,adjective
dynasty,B1,noun
each,A1,determiner
each,A1,pronoun
each other,A1,pronoun
eager,B1,adjective
eagerly,B2,adverb
eagerness,B1,noun
eagle,B2,noun
ear,A1,noun
earache,B1,noun
early,A2,adjective
early,A1,adverb
earn,A2,verb
earnest,B1,adjective
earnings,B2,noun
earring,A2,noun
earth,A2,noun
earthquake,A2,noun
ease,B2,noun
ease,B2,verb
easily,A2,adverb
east,A2,adjective
east,A2,adverb
east,A2,noun
eastern,B1,adjective
eastward/eastwards,B2,adverb
easy,A1,adjective
easygoing/easy-going,B1,adjective
eat,A1,verb
eco,B1,noun
ecological,B1,adjective
ecologically,B2,adverb
ecologist,B2,noun
ecology,B1,noun
economic,B1,adjective
economical,B2,adjective
economics,B1,noun
economist,B2,noun
economy,B1,noun
ecosystem,B1,noun
ecstasy,B1,noun
ecstatic,B2,adjective
edge,B1,noun
edit,B2,noun
edit,B2,verb
edition,B1,noun
editor,A2,noun
editorial,B2,noun
educate,B1,verb
educated,B2,adjective
education,A2,noun
educational,A2,adjective
educator,B2,noun
effect,A2,noun
effective,B1,adjective
effectively,B2,adverb
effectiveness,B2,noun
efficiency,B1,noun
efficient,B1,adjective
effort,A2,noun
egg,A1,noun
eight,A1,number
eighteen,A1,number
eighty,A1,number
either,A1,adverb
either,A2,conjunction
either,B1,determiner
either,B1,pronoun
elbow,B1,noun
elderly,A2,adjective
elect,B2,verb
election,B1,noun
elective,B2,adjective
electric,A2,adjective
electrical,B1,adjective
electrician,B2,noun
electricity,B1,noun
electron,B1,noun
electronic,B1,adjective
electronically,B2,adverb
electronics,B2,noun
elegance,B2,noun
elegant,B2,adjective
elegantly,B2,adverb
element,B1,noun
elemental,B2,adjective
elementary,A1,adjective
elephant,A2,noun
elevator,A2,noun
eleven,A1,number
eligible,B2,adjective
eliminate,B1,verb
elite,B2,noun
eloquence,B2,noun
eloquent,B2,adjective
else,A1,adverb
elsewhere,A2,adverb
email,A2,verb
email/e-mail/e-mail,A1,noun
embarrass,B1,verb
embarrassed,B1,adjective
embarrassing,A2,adjective
embarrassment,B1,noun
embassy,B2,noun
embrace,B2,noun
emerge,B1,verb
emergence,B2,noun
emergency,A2,noun
emotion,B1,noun
emotional,B1,adjective
emotionally,B1,adverb
emperor,B1,noun
emphasis,B1,noun
emphasize/emphasise,B1,verb
emphatically,B2,adverb
empire,B1,noun
employ,B2,verb
employee,B2,noun
employer,B2,noun
employment,B1,noun
empty,A2,adjective
enable,B1,verb
enclose,B1,verb
encounter,B1,noun
encounter,B2,verb
encourage,A2,verb
encouragement,B1,noun
encouraging,B1,adjective
encyclopedia/encyclopaedia,B1,noun
end,A1,noun
end,A2,verb
endanger,B1,verb
endangered,A2,adjective
endeavor/endeavour,B2,noun
ending,A2,noun
endless,B1,adjective
endlessly,B2,adverb
endorse,B2,verb
endurance,B2,noun
endure,B1,verb
enduring,B2,adjective
enemy,B1,noun
energetic,A2,adjective
energy,B2,noun
enforce,B2,verb
engage,B1,verb
engaged,B1,adjective
engagement,B2,noun
engine,B1,noun
engineer,A1,noun
engineering,B1,noun
englishman,B1,noun
engulf,B2,verb
enhance,B2,verb
enjoy,A1,verb
enjoyable,B1,adjective
enjoyment,B1,noun
enormous,A2,adjective
enough,A2,adverb
enough,A2,determiner
enough,A2,pronoun
enrich,B1,verb
enroll/enrol,B2,verb
ensure,B1,verb
enter,A2,verb
enterprise,B2,noun
entertain,B1,verb
entertainer,B1,noun
entertaining,B2,adjective
entertainment,A2,noun
enthusiasm,B1,noun
enthusiast,B1,noun
enthusiastic,B1,adjective
enthusiastically,B2,adverb
entire,B1,adjective
entirely,B1,adverb
entitle,B2,verb
entrance,A2,noun
entrepreneur,B2,noun
entry,B1,noun
envelope,A2,noun
environment,B2,noun
environmental,B1,adjective
environmentalist,B1,noun
environmentally,B2,adverb
environmentally friendly,B2,adjective
envy,A2,noun
envy,B2,verb
episode,A2,noun
equal,B1,adjective
equal,B2,noun
equal,B2,verb
equality,B1,noun
equally,B1,adverb
equation,B2,noun
equip,B2,verb
equipment,B1,noun
equity,B2,noun
era,B1,noun
erect,B2,adjective
error,A2,noun
erupt,B2,verb
eruption,B2,noun
escalator,A2,noun
escape,A2,noun
escape,B1,verb
especially,A2,adverb
essay,A2,noun
essayist,B2,noun
essence,B1,noun
essential,B1,adjective
essentially,B2,adverb
establish,A2,verb
establishment,B1,noun
estate,B2,noun
estimate,B2,noun
estimate,B1,verb
estimated,B2,adjective
eternal,B1,adjective
eternally,B2,adverb
eternity,B1,noun
ethic,B2,noun
ethnic,B2,adjective
euro,A2,noun
evacuate,B2,verb
evacuation,B2,noun
evaluate,B2,verb
evaluation,B2,noun
even,B1,adjective
even,A2,adverb
evening,A1,noun
evenly,B1,adverb
event,A1,noun
eventually,B1,adverb
ever,A2,adverb
everlasting,B2,adjective
every,A1,determiner
everybody,A1,pronoun
everyday,A1,adjective
everyone,A1,pronoun
everything,A1,pronoun
everywhere,A1,adverb
evidence,A2,noun
evident,B1,adjective
evidently,B2,adverb
evil,B2,adjective
evil,B2,noun
evolution,B2,noun
evolve,B2,verb
exact,B1,adjective
exactly,A2,adverb
exactness,B2,noun
exaggerate,B2,noun
exaggeration,B2,noun
exalt,B2,verb
exam,A2,noun
examination,B1,noun
examine,B1,verb
examinee,B2,noun
examiner,B1,noun
example,A1,noun
exceed,B2,verb
excel,B2,verb
excellence,B1,noun
excellent,A1,adjective
except,A2,conjunction
except,A2,preposition
exception,B2,noun
exceptional,B2,adjective
exceptionally,B2,adverb
excess,B1,noun
excessive,B2,adjective
exchange,A2,noun
exchange,B1,verb
exchange rate,B1,noun
excited,A1,adjective
excitedly,B1,adverb
excitement,B1,noun
exciting,A1,adjective
exclaim,B2,verb
exclamation mark,B2,noun
exclude,B2,verb
exclusion,B2,noun
exclusive,B1,adjective
exclusively,B2,adverb
excursion,B2,noun
excuse,A1,noun
excuse,B1,verb
execute,B2,verb
execution,B2,noun
executive,B2,adjective
executive,B2,noun
exercise,A2,noun
exercise,A1,verb
exhaust,B2,noun
exhausted,B1,adjective
exhausting,B2,adjective
exhaustion,B2,noun
exhibit,B2,verb
exhibition,A2,noun
exile,B2,noun
exist,A2,verb
existence,B1,noun
existing,B2,adjective
exit,B1,noun
exit,B1,verb
exotic,B2,adjective
expand,B1,verb
expansion,B2,noun
expect,A2,verb
expectation,B2,noun
expected,B2,adjective
expedition,B2,noun
expense,B1,noun
expensive,A1,adjective
experience,A2,noun
experience,B1,verb
experienced,B1,adjective
experiment,B1,noun
experiment,B2,verb
expert,B2,adjective
expert,A2,noun
explain,A2,verb
explanation,A2,noun
explode,B2,verb
exploit,B2,verb
exploration,B1,noun
explore,A2,verb
explorer,B2,noun
explosion,B1,noun
explosive,B2,adjective
explosive,B2,noun
export,B2,noun
export,B2,verb
expose,B1,verb
express,A2,noun
express,B1,verb
expression,A2,noun
expressive,B2,adjective
exquisite,B2,adjective
extend,B1,verb
extension,B2,noun
extensive,B2,adjective
extensively,B1,adverb
extent,B1,noun
external,B2,adjective
extinct,B1,adjective
extinction,B1,noun
extra,A2,adjective
extra,A2,adverb
extra,B1,noun
extract,B2,noun
extract,B2,verb
extraordinarily,B2,adverb
extraordinary,B1,adjective
extreme,B1,adjective
extreme sports,B1,noun
extremely,A2,adverb
exultant,B2,adjective
eye,A1,noun
eyebrow,B2,noun
eyelash,B2,noun
eyelid,B2,noun
eyesight,B1,noun
fabric,B2,noun
fabulous,B2,adjective
face,A1,noun
face,A2,verb
face to face,B1,adverb
face-to-face,B1,adjective
facilitate,B2,verb
facilities,B2,noun
facility,B1,noun
fact,A2,noun
factor,B2,noun
factory,A1,noun
faculty,B2,noun
fade,B1,verb
fail,A2,verb
failure,B1,noun
faint,B1,adjective
faint,B2,verb
fair,A1,adjective
fair,B1,noun
fairly,A2,adverb
fairy,A1,noun
faith,B2,noun
faithful,B1,adjective
fake,B1,adjective
fall,B1,noun
fall,A2,verb
fallen,B1,adjective
false,A1,adjective
falter,B2,verb
fame,B2,noun
familiar,A2,adjective
familiarize/familiarise,B2,verb
family,A1,noun
famous,A1,adjective
fan,A1,noun
fancy,A2,adjective
fancy,B1,noun
fancy,B1,verb
fantastic,A2,adjective
fantastically,B2,adverb
fantasy,B1,noun
far,B2,adjective
far,A2,adverb
faraway,B1,adjective
fare,A2,noun
farewell,B1,noun
farm,A1,noun
farmer,A1,noun
farming,B1,noun
farmland,B1,noun
farther,B1,adverb
farthest,B1,adverb
fascinate,B1,verb
fascinated,B2,adjective
fascinating,A2,adjective
fascination,B2,noun
fashion,A2,noun
fashionable,B1,adjective
fast,A1,adjective
fast,A1,adverb
fast food,A2,noun
fasten,B1,verb
fat,A1,adjective
fat,B2,noun
fatal,B2,adjective
fate,B2,noun
father,A1,noun
father-in-law,B2,noun
fault,A2,noun
faulty,B2,adjective
favor/favour,A2,noun
favorable/favourable,B1,adjective
favorite/favourite,A1,adjective
favorite/favourite,A1,noun
fax,B1,noun
fax,B1,verb
fear,A2,noun
fear,B2,verb
fearsome,B2,adjective
feast,B1,noun
feat,B2,noun
feather,A2,noun
feature,A2,noun
feature,B2,verb
february,A1,noun
fed up,B2,adjective
federal,B2,adjective
fee,A2,noun
feed,A1,noun
feed,B1,verb
feedback,B2,noun
feel,A2,noun
feel,A1,verb
feeling,A1,noun
fellow,B2,adjective
fellow,B1,noun
female,A2,adjective
female,B2,noun
fence,A2,noun
ferry,B1,noun
ferryboat,B2,noun
festival,A1,noun
festive,B1,adjective
fetch,B1,verb
fever,A1,noun
feverishly,B1,adverb
few,A2,determiner
few,B1,pronoun
fiber/fibre,B2,noun
fiction,A2,noun
fictional,B2,adjective
field,A1,noun
fierce,B2,adjective
fifteen,A1,number
fifth,B1,noun
fifty,A1,number
fight,A1,noun
fight,B1,verb
fighter,A2,noun
fighting,B2,noun
figurative,B2,adjective
figure,A2,noun
figure,A2,verb
file,A1,noun
file,B2,verb
filial,B2,adjective
fill,A1,verb
filling,B1,noun
film,A2,noun
film,B1,verb
film-maker,B1,noun
filter,B1,noun
final,A2,adjective
final,A2,noun
finally,A2,adverb
finance,B2,noun
finance,B1,verb
financial,B1,adjective
financially,B2,adverb
find,A1,verb
finding,B1,noun
fine,A1,adjective
fine,B2,adverb
fine,B1,noun
fine,B2,verb
finely,B2,adverb
finger,B1,noun
fingernail,B2,noun
finish,A1,noun
finish,A1,verb
fire,A1,noun
fire,B2,verb
fire brigade,B2,noun
fire station,B1,noun
firearm,B2,noun
firefighter,B1,noun
fireplace,B2,noun
firework,B1,noun
firm,B1,adjective
firm,B1,noun
firmly,B1,adverb
firmness,B2,noun
first,A1,adjective
first,A1,adverb
first floor,B1,noun
first lady,B1,noun
first language,B2,noun
first name,A2,noun
first person,B2,noun
first-floor,B1,adjective
firstly,B2,adverb
fiscal,B2,adjective
fish,A1,noun
fish,B1,verb
fisherman,A2,noun
fishing,A1,noun
fit,A2,adjective
fit,B2,noun
fit,B1,verb
fitness,B1,noun
five,A1,number
fix,A2,noun
fix,B1,verb
fixed,B2,adjective
flag,A1,noun
flame,B2,noun
flap,B2,verb
flash,B1,adjective
flash,B2,noun
flash,B2,verb
flat,B1,adjective
flat,B2,adverb
flat,A1,noun
flavor/flavour,B1,noun
flaw,B2,noun
flawless,B2,adjective
flax,B2,noun
flea,A2,noun
flee,B2,verb
fleet,B2,noun
flesh,B2,noun
flexibility,B2,noun
flexible,B2,adjective
flexibly,B2,adverb
flight,A2,noun
flip,B2,verb
float,A2,noun
float,B1,verb
flock,B1,noun
flood,A2,noun
flood,B1,verb
floor,A1,noun
flour,A2,noun
flow,B1,noun
flow,B1,verb
flower,A1,noun
flu,B1,noun
fluency,B2,noun
fluent,B1,adjective
fluently,B1,adverb
fluid,B2,adjective
flunk,B1,verb
flute,B1,noun
flutter,B2,noun
fly,A1,noun
fly,A1,verb
focus,B2,noun
focus,A1,verb
fog,A2,noun
foggy,A1,adjective
fold,B1,noun
fold,B1,verb
folder,A2,noun
folk,B1,noun
follow,A2,verb
follower,B2,noun
following,A1,adjective
following,B2,preposition
folly,B2,noun
fond,B1,adjective
fondly,B2,adverb
fondness,B1,noun
food,A1,noun
fool,A2,noun
fool,B1,verb
foolish,B1,adjective
foolishly,B2,adverb
foot,B1,noun
football,A1,noun
footballer,A2,noun
footnote,B2,noun
for,A2,conjunction
for,A1,preposition
forbid,A2,verb
forbidden,B1,adjective
force,A2,noun
force,B2,verb
forcefully,B2,adverb
forecast,B1,noun
forehead,B1,noun
foreign,A1,adjective
foreigner,A1,noun
foreman,B2,noun
foresee,B2,verb
forest,A2,noun
forestry,B2,noun
forever,A2,adverb
forget,A1,verb
forgive,B1,verb
fork,A2,noun
form,A1,noun
form,B1,verb
formal,B1,adjective
formally,B1,adverb
format,B1,noun
format,B1,verb
formation,B2,noun
former,B1,adjective
formerly,B2,adverb
formidable,B2,adjective
formula,B1,noun
forth,B1,adverb
forthcoming,B2,adjective
fortnight,B1,noun
fortunate,B1,adjective
fortunately,A2,adverb
fortune,A2,noun
forty,A1,number
forward/forwards,A2,adverb
foul,B2,adjective
found,B2,verb
foundation,B1,noun
fountain,B1,noun
four,A1,number
fourteen,A1,number
fox,B2,noun
fragment,B1,noun
fragrance,B2,noun
frame,A2,noun
frame,B2,verb
frank,A2,adjective
frankly,B2,adverb
frantically,B2,adverb
fraud,B2,noun
freak,B2,verb
free,A1,adjective
free,A2,adverb
free,B2,verb
freedom,A2,noun
freely,B1,adverb
freeze,A2,verb
freezer,B1,noun
freezing,B1,adjective
frequency,B1,noun
frequent,B1,adjective
frequently,B1,adverb
fresh,A2,adjective
freshman,B1,noun
friday,A1,noun
fridge,A2,noun
fried,A2,adjective
friend,A1,noun
friendliness,B1,noun
friendly,B2,adjective
